zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
81005,STANDARD,0,Pueblo,,,CO,Pueblo County,America/Denver,719,NA,US,38.2,-104.81,27580
81006,STANDARD,0,Pueblo,,"Baxter, Blende, Vineland",CO,Pueblo County,America/Denver,719,NA,US,38.24,-104.5,10300
81007,STANDARD,0,Pueblo,Pueblo West,,CO,Pueblo County,America/Denver,719,NA,US,38.36,-104.77,30700
81008,STANDARD,0,Pueblo,,Pinon,CO,Pueblo County,America/Denver,719,NA,US,38.44,-104.62,10780
81009,UNIQUE,0,Pueblo,,Govt Printg Ofc,CO,Pueblo County,America/Denver,719,NA,US,38.27,-104.62,0
81010,UNIQUE,0,Pueblo,,Co Lottery,CO,Pueblo County,America/Denver,719,NA,US,38.27,-104.62,0
81011,UNIQUE,0,Pueblo,,Co Lottery,CO,Pueblo County,America/Denver,719,NA,US,38.27,-104.62,0
81012,UNIQUE,0,Pueblo,,Co Lottery,CO,Pueblo County,America/Denver,719,NA,US,38.27,-104.62,0
81019,PO BOX,0,Colorado City,Colo City,,CO,Pueblo County,America/Denver,719,NA,US,37.94,-104.84,1992
81020,STANDARD,0,Aguilar,,,CO,Las Animas County,America/Denver,719,NA,US,37.4,-104.65,700
81021,STANDARD,0,Arlington,,,CO,Kiowa County,America/Denver,719,NA,US,38.33,-103.33,0
81022,STANDARD,0,Avondale,"N Avondale, North Avondale",Broadacre,CO,Pueblo County,America/Denver,719,NA,US,38.23,-104.35,1290
81023,STANDARD,0,Beulah,,,CO,Pueblo County,America/Denver,719,NA,US,38.08,-104.98,1160
81024,STANDARD,0,Boncarbo,,,CO,Las Animas County,America/Denver,719,NA,US,37.25,-104.73,214
81025,STANDARD,0,Boone,,,CO,Pueblo County,America/Denver,719,NA,US,38.25,-104.25,670
81027,STANDARD,0,Branson,,,CO,Las Animas County,America/Denver,719,NA,US,37.01,-103.87,128
81029,STANDARD,0,Campo,,,CO,Baca County,America/Denver,719,NA,US,37.1,-102.57,230
81030,PO BOX,0,Cheraw,,,CO,Otero County,America/Denver,719,NA,US,38.1,-103.52,223
81033,PO BOX,0,Crowley,,,CO,Crowley County,America/Denver,719,NA,US,38.19,-103.86,123
81034,UNIQUE,0,Ordway,,Ark Valley Corr Facl,CO,Crowley County,America/Denver,719,NA,US,38.19,-103.85,0
81036,STANDARD,0,Eads,Chivington,Brandon,CO,Kiowa County,America/Denver,719,NA,US,38.48,-102.77,850
81038,PO BOX,0,Fort Lyon,,Ft Lyon,CO,Bent County,America/Denver,719,NA,US,38.08,-103.14,0
81039,STANDARD,0,Fowler,,,CO,Otero County,America/Denver,719,NA,US,38.12,-104.02,1580
81040,STANDARD,0,Gardner,,Farisita,CO,Huerfano County,America/Denver,719,NA,US,37.78,-105.17,360
81041,STANDARD,0,Granada,,"Barton, Koen",CO,Prowers County,America/Denver,719,NA,US,38.06,-102.31,570
81043,PO BOX,0,Hartman,,,CO,Prowers County,America/Denver,719,NA,US,38.13,-102.22,57
81044,STANDARD,0,Hasty,Caddoa,John Martin Reservoir,CO,Bent County,America/Denver,719,NA,US,37.93,-102.95,191
81045,STANDARD,0,Haswell,,,CO,Kiowa County,America/Denver,719,NA,US,38.45,-103.16,117
81046,PO BOX,0,Hoehne,,,CO,Las Animas County,America/Denver,719,NA,US,37.28,-104.38,108
81047,STANDARD,0,Holly,Bristol,Cheney Center,CO,Prowers County,America/Denver,719,NA,US,38.05,-102.12,1310
81049,STANDARD,0,Kim,Villegreen,,CO,Las Animas County,America/Denver,719,NA,US,37.24,-103.35,200
81050,STANDARD,0,La Junta,Timpas,"Bents Fort, Bents Old Fort, Fair View, Fairmont, Fort Bent, Ft Bent, North La Junta, Roberta, Timber Lake",CO,Otero County,America/Denver,719,NA,US,37.98,-103.54,7920
81052,STANDARD,0,Lamar,,"Carlton, Kornman, May Valley, Prowers, Shady Camp, West Farm",CO,Prowers County,America/Denver,719,NA,US,38.08,-102.61,7550
81054,STANDARD,0,Las Animas,"Deora, Fort Lyon, Ninaview","Ft Lyon, Toonerville",CO,Bent County,America/Denver,719,NA,US,38.06,-103.22,2430
81055,STANDARD,0,La Veta,,"Indian Creek, Ojo, Wahatoya",CO,Huerfano County,America/Denver,719,NA,US,37.51,-105,1220
81057,STANDARD,0,Mc Clave,,Lubers,CO,Bent County,America/Denver,719,NA,US,38.12,-102.88,340
81058,STANDARD,0,Manzanola,,,CO,Otero County,America/Denver,719,NA,US,38.1,-103.86,730
81059,STANDARD,0,Model,"Delhi, Thatcher, Tyrone",,CO,Las Animas County,America/Denver,,NA,US,37.34,-104.27,164
81062,STANDARD,0,Olney Springs,,,CO,Crowley County,America/Denver,719,NA,US,38.16,-103.94,630
81063,STANDARD,0,Ordway,,"Numa, Punkin Center",CO,Crowley County,America/Denver,719,NA,US,38.22,-103.75,1260
81064,STANDARD,0,Pritchett,Utleyville,,CO,Baca County,America/Denver,719,NA,US,37.22,-103,210
81067,STANDARD,0,Rocky Ford,,"Hawley, Vroman",CO,Otero County,America/Denver,719,NA,US,38.04,-103.72,4230
81069,STANDARD,0,Rye,,"Cedarwood, Greenwood, Lascar, San Isabel",CO,Pueblo County,America/Denver,719,NA,US,37.92,-104.93,1950
81071,STANDARD,0,Sheridan Lake,"Brandon, Towner",,CO,Kiowa County,America/Denver,719,NA,US,38.46,-102.29,300
81073,STANDARD,0,Springfield,,"Edler, Maxey",CO,Baca County,America/Denver,719,NA,US,37.4,-102.61,1440
81075,STANDARD,1,Stonington,,,CO,,America/Denver,,NA,US,37.29,-102.18,0
81076,STANDARD,0,Sugar City,,,CO,Crowley County,America/Denver,719,NA,US,38.23,-103.66,310
81077,PO BOX,0,Swink,,,CO,Otero County,America/Denver,719,NA,US,38.02,-103.63,715
81081,STANDARD,0,Trinchera,,,CO,Las Animas County,America/Denver,719,NA,US,37.05,-104.03,86
81082,STANDARD,0,Trinidad,"Cokedale, Jansen, Sopris, Starkville","Beshoar Jct, El Moro, Ludlow, Pinon Canyon",CO,Las Animas County,America/Denver,719,NA,US,37.16,-104.5,9200
81084,STANDARD,0,Two Buttes,Lycan,,CO,Baca County,America/Denver,719,NA,US,37.56,-102.39,109
81087,PO BOX,0,Vilas,,,CO,Baca County,America/Denver,719,NA,US,37.37,-102.44,144
81089,STANDARD,0,Walsenburg,Farista,"Farisita, Mutual, Pryor, Toltec",CO,Huerfano County,America/Denver,719,NA,US,37.62,-104.77,3390
81090,STANDARD,0,Walsh,Stonington,,CO,Baca County,America/Denver,719,NA,US,37.38,-102.28,700
81091,STANDARD,0,Weston,,"East Weston, Monument Lake Park, Monument Park, Stonewall, Tercio, Torres Canon, Vigil",CO,Las Animas County,America/Denver,719,NA,US,37.13,-105.01,620
81092,STANDARD,0,Wiley,,Big Bend,CO,Prowers County,America/Denver,719,NA,US,38.15,-102.71,690
81101,STANDARD,0,Alamosa,"Great Sand Dunes National Mo, Sand Dunes Mo","Carmel, East Alamosa, Estrella, Henry, Stanley, Washington, Waverly",CO,Alamosa County,America/Denver,719,NA,US,37.46,-105.87,12590
81102,UNIQUE,0,Alamosa,,Adams State College,CO,Alamosa County,America/Denver,719,NA,US,37.46,-105.87,41
81120,STANDARD,0,Antonito,,"Espinoza, Florida, Fox Creek, La Isla, Las Mesitas, Lobatos, Los Pinas, Mogote, Ortiz, Paisaje, San Antonio, San Miguel, San Rafeal, Track City",CO,Conejos County,America/Denver,719,NA,US,37.07,-106.01,1620
81121,PO BOX,0,Arboles,,"Navajo State Park, Piedre Park",CO,Archuleta County,America/Denver,970,NA,US,37.11,-107.44,316
81122,STANDARD,0,Bayfield,Chimney Rock,"Gem Village, Vallecito",CO,La Plata County,America/Denver,970,NA,US,37.23,-107.59,8440
81123,STANDARD,0,Blanca,,,CO,Costilla County,America/Denver,719,NA,US,37.43,-105.51,650
81124,PO BOX,0,Capulin,,,CO,Conejos County,America/Denver,719,NA,US,37.31,-106.16,271
81125,STANDARD,0,Center,,,CO,Saguache County,America/Denver,719,NA,US,37.75,-106.11,2770
81126,PO BOX,0,Chama,,,CO,Costilla County,America/Denver,719,NA,US,37.17,-105.38,120
81127,STANDARD,1,Chimney Rock,Piedra,,CO,Archuleta County,America/Denver,970,NA,US,37.21,-107.34,41
81128,PO BOX,0,Chromo,,,CO,Archuleta County,America/Denver,970,NA,US,37.03,-106.83,144
81129,PO BOX,0,Conejos,,,CO,Conejos County,America/Denver,719,NA,US,37.1,-106.03,126
81130,STANDARD,0,Creede,,Spar City,CO,Mineral County,America/Denver,719,NA,US,37.85,-106.92,800
81131,PO BOX,0,Crestone,,,CO,Saguache County,America/Denver,719,NA,US,37.99,-105.69,783
81132,STANDARD,0,Del Norte,,"Aqua Ramon, Baxterville, Freeman, Plaza, Summitville",CO,Rio Grande County,America/Denver,719,NA,US,37.67,-106.35,2550
81133,STANDARD,0,Fort Garland,"Sangre De Cri, Sangre De Cristo Ranches","Forbes Park, Ft Garland",CO,Costilla County,America/Denver,719,NA,US,37.43,-105.43,890
81134,STANDARD,1,San Luis,Garcia,,CO,Costilla County,America/Denver,719,NA,US,37,-105.53,70
81135,PO BOX,0,Homelake,Monte Vista,,CO,Rio Grande County,America/Denver,719,NA,US,37.55,-106.05,43
81136,STANDARD,0,Hooper,,,CO,Alamosa County,America/Denver,719,NA,US,37.74,-105.87,200
81137,STANDARD,0,Ignacio,"S Ute Indian, Southern Ute Indian Reservat","Allison, Indian Agency, Oxford, So Ute Indian Res, Tiffany",CO,San Juan County,America/Denver,970,NA,US,37.11,-107.63,4330
81138,PO BOX,0,Jaroso,,,CO,Costilla County,America/Denver,719,NA,US,37,-105.63,47
81140,STANDARD,0,La Jara,,"Bountiful, Morgan, Richfield",CO,Conejos County,America/Denver,719,NA,US,37.27,-105.96,1940
81141,PO BOX,0,Manassa,,,CO,Conejos County,America/Denver,719,NA,US,37.17,-105.93,1152
81143,STANDARD,0,Moffat,,Mirage,CO,Saguache County,America/Denver,719,NA,US,38,-105.9,550
81144,STANDARD,0,Monte Vista,,"Lariat, Maxeyville, Sargents School",CO,Rio Grande County,America/Denver,719,NA,US,37.57,-106.14,6320
81146,STANDARD,0,Mosca,,,CO,Alamosa County,America/Denver,719,NA,US,37.65,-105.88,500
81147,STANDARD,0,Pagosa Springs,"Chimney Rock, Pagosa Spgs",Pagosa Lakes,CO,Archuleta County,America/Denver,970,NA,US,37.24,-107.03,11610
81148,PO BOX,0,Romeo,,,CO,Conejos County,America/Denver,719,NA,US,37.17,-105.99,370
81149,STANDARD,0,Saguache,,,CO,Saguache County,America/Denver,719,NA,US,38.08,-106.14,630
81151,STANDARD,0,Sanford,San Acacio,Lasauses,CO,Conejos County,America/Denver,719,NA,US,37.25,-105.9,1320
81152,STANDARD,0,San Luis,"Garcia, Mesita, San Pablo","El Rito, Los Fuertes, San Francisco, San Pedro, Wildhorse Mesa",CO,Costilla County,America/Denver,719,NA,US,37.2,-105.42,920
81153,PO BOX,1,San Pablo,"La Valley, Los Fuertes, San Francisco, San Pedro, El Rito",,CO,Costilla County,America/Denver,719,NA,US,37.12,-105.36,201
81154,STANDARD,0,South Fork,,"Alpine, Masonic Park, Wagon Wheel Gap",CO,Rio Grande County,America/Denver,719,NA,US,37.67,-106.64,1070
81155,STANDARD,0,Villa Grove,,Bonanza City,CO,Saguache County,America/Denver,719,NA,US,38.25,-105.95,190
81157,PO BOX,0,Pagosa Springs,Pagosa Spgs,,CO,Archuleta County,America/Denver,970,NA,US,37.24,-107.03,661
81201,STANDARD,0,Salida,"Poncha Spgs, Poncha Springs","Cleora, Maysville, Smeltertown, Swissvale, Turret, Wellsville",CO,Chaffee County,America/Denver,719,NA,US,38.53,-106,8620
81210,STANDARD,0,Almont,,"Jacks Cabin, Rainbow, Spring Creek, Taylor Park, Tincup",CO,Gunnison County,America/Denver,970,NA,US,38.67,-106.83,240
81211,STANDARD,0,Buena Vista,,Johnson Village,CO,Chaffee County,America/Denver,719,NA,US,38.83,-106.14,6970
81212,STANDARD,0,Canon City,Brookside,"Buckskin Joe, Ilse, Parkdale, Penitentiary, Prospect Heights",CO,Fremont County,America/Denver,719,NA,US,38.44,-105.23,21700
81215,PO BOX,0,Canon City,,,CO,Fremont County,America/Denver,719,NA,US,38.44,-105.23,1232
81220,STANDARD,0,Cimarron,,,CO,Gunnison County,America/Denver,970,NA,US,38.37,-107.5,170
81221,PO BOX,0,Coal Creek,,,CO,Fremont County,America/Denver,719,NA,US,38.36,-105.14,293
81222,PO BOX,0,Coaldale,,,CO,Fremont County,America/Denver,719,NA,US,38.35,-105.83,290
81223,STANDARD,0,Cotopaxi,,Texas Creek,CO,Fremont County,America/Denver,719,NA,US,38.37,-105.68,1720
81224,STANDARD,0,Crested Butte,,Cement Creek,CO,Gunnison County,America/Denver,970,NA,US,38.87,-106.98,4680
81225,PO BOX,0,Crested Butte,,"Crested Butte So, Meridian Lake, Mount Crested Butte, Mt Crested Butte, Riverbend, Skyland",CO,Gunnison County,America/Denver,970,NA,US,38.95,-106.9,156
81226,STANDARD,0,Florence,,"Brewster, Portland, Williamsburg",CO,Fremont County,America/Denver,719,NA,US,38.38,-105.11,4900
81227,PO BOX,0,Monarch,Salida,,CO,Chaffee County,America/Denver,719,NA,US,38.55,-106.29,0
81228,STANDARD,0,Granite,Twin Lakes,,CO,Lake County,America/Denver,,NA,US,39.05,-106.27,18
81230,STANDARD,0,Gunnison,,"Baldwin, Doyleville, Iola, Taylor Park",CO,Gunnison County,America/Denver,970,NA,US,38.54,-106.92,8280
81231,UNIQUE,0,Gunnison,,Western State College,CO,Gunnison County,America/Denver,970,NA,US,38.55,-106.92,69
81232,PO BOX,0,Hillside,,,CO,Fremont County,America/Denver,719,NA,US,38.29,-105.61,85
81233,STANDARD,0,Howard,,,CO,Fremont County,America/Denver,719,NA,US,38.45,-105.84,790
81235,STANDARD,0,Lake City,,,CO,Hinsdale County,America/Denver,970,NA,US,38.07,-107.3,660
81236,STANDARD,0,Nathrop,,"Alpine Village, Iron City, Mount Princeton, Saint Elmo",CO,Chaffee County,America/Denver,719,NA,US,38.73,-106.08,1000
81237,STANDARD,0,Ohio City,,,CO,Gunnison County,America/Denver,970,NA,US,38.6,-106.61,56
81239,STANDARD,0,Parlin,,,CO,Gunnison County,America/Denver,970,NA,US,38.5,-106.72,57
81240,STANDARD,0,Penrose,,,CO,Fremont County,America/Denver,719,NA,US,38.43,-105.01,3980
81241,PO BOX,0,Pitkin,,,CO,Gunnison County,America/Denver,970,NA,US,38.6,-106.51,105
81242,PO BOX,0,Poncha Springs,Poncha Spgs,,CO,Chaffee County,America/Denver,719,NA,US,38.51,-106.07,680
81243,STANDARD,0,Powderhorn,,,CO,Gunnison County,America/Denver,970,NA,US,38.27,-107.08,108
81244,PO BOX,0,Rockvale,,,CO,Fremont County,America/Denver,719,NA,US,38.36,-105.16,369
81247,STANDARD,1,Gunnison,Sapinero,Windy Point,CO,Gunnison County,America/Denver,970,NA,US,38.54,-106.92,0
81248,PO BOX,0,Sargents,,White Pine,CO,Saguache County,America/Denver,719,NA,US,38.4,-106.42,39
81251,STANDARD,0,Twin Lakes,,,CO,Lake County,America/Denver,719,NA,US,39.1,-106.47,180
81252,STANDARD,0,Westcliffe,Silver Cliff,"Horn Creek, Rosita, Tanglewood Acres",CO,Custer County,America/Denver,719,NA,US,38.13,-105.46,3780
81253,STANDARD,0,Wetmore,,Greenwood,CO,Custer County,America/Denver,,NA,US,38.23,-105.08,350
81290,UNIQUE,0,Florence,,Federal Correctional Complex,CO,Fremont County,America/Denver,719,NA,US,38.38,-105.11,0
81301,STANDARD,0,Durango,,"College Heights Durango, Hermosa, Purgatory, Tamarron",CO,La Plata County,America/Denver,970,NA,US,37.27,-107.88,24830
81302,PO BOX,0,Durango,,,CO,La Plata County,America/Denver,970,NA,US,37.27,-107.88,2877
81303,STANDARD,0,Durango,,,CO,La Plata County,America/Denver,970,NA,US,37.14,-107.88,7030
81320,STANDARD,0,Cahone,,,CO,Dolores County,America/Denver,970,NA,US,37.65,-108.82,290
81321,STANDARD,0,Cortez,,"Arriola, Hovenweep National Monument",CO,Montezuma County,America/Denver,970,NA,US,37.35,-108.57,12280
81323,STANDARD,0,Dolores,,"Dunton, Stoner",CO,Montezuma County,America/Denver,970,NA,US,37.47,-108.49,4150
81324,STANDARD,0,Dove Creek,,Squaw Point,CO,Dolores County,America/Denver,970,NA,US,37.76,-108.9,1050
81325,STANDARD,0,Egnar,Slick Rock,,CO,San Miguel County,America/Denver,970,NA,US,37.92,-108.93,82
81326,STANDARD,0,Hesperus,,"Breen, Kline, Redmesa",CO,La Plata County,America/Denver,970,NA,US,37.28,-108.03,2010
81327,STANDARD,0,Lewis,,,CO,Montezuma County,America/Denver,970,NA,US,37.5,-108.67,580
81328,STANDARD,0,Mancos,,,CO,Montezuma County,America/Denver,970,NA,US,37.34,-108.29,3670
81329,PO BOX,0,Marvel,,,CO,La Plata County,America/Denver,970,NA,US,37.12,-108.13,132
81330,PO BOX,0,Mesa Verde National Park,Mesa Verde,,CO,Montezuma County,America/Denver,970,NA,US,37.18,-108.49,45
81331,STANDARD,0,Pleasant View,,,CO,Montezuma County,America/Denver,970,NA,US,37.58,-108.76,300
81332,PO BOX,0,Rico,,,CO,Dolores County,America/Denver,970,NA,US,37.7,-107.99,206
81334,PO BOX,0,Towaoc,,Ute Mountain Indian Reservat,CO,Montezuma County,America/Denver,970,NA,US,37.2,-108.72,688
81335,STANDARD,0,Yellow Jacket,,,CO,Montezuma County,America/Denver,970,NA,US,37.5,-108.76,185
81401,STANDARD,0,Montrose,,Colona,CO,Montrose County,America/Denver,970,NA,US,38.49,-107.87,20400
81402,PO BOX,0,Montrose,,,CO,Montrose County,America/Denver,970,NA,US,38.49,-107.87,1613
81403,STANDARD,0,Montrose,,,CO,Montrose County,America/Denver,970,NA,US,38.3,-107.9,10570
81410,STANDARD,0,Austin,Orchard City,,CO,Delta County,America/Denver,970,NA,US,38.8,-107.97,1520
81411,STANDARD,0,Bedrock,,,CO,Montrose County,America/Denver,970,NA,US,38.25,-108.98,63
81413,STANDARD,0,Cedaredge,,"Coalby, Grand Mesa",CO,Delta County,America/Denver,970,NA,US,38.89,-107.92,4540
81414,PO BOX,0,Cory,,Orchard City,CO,Delta County,America/Denver,970,NA,US,38.77,-107.98,181
81415,STANDARD,0,Crawford,Maher,,CO,Delta County,America/Denver,970,NA,US,38.7,-107.6,1330
81416,STANDARD,0,Delta,,,CO,Delta County,America/Denver,970,NA,US,38.74,-108.07,11880
81418,STANDARD,0,Eckert,,Orchard City,CO,Delta County,America/Denver,970,NA,US,38.84,-107.95,1330
81419,STANDARD,0,Hotchkiss,,Rogers Mesa,CO,Delta County,America/Denver,970,NA,US,38.8,-107.71,3190
81420,PO BOX,0,Lazear,,,CO,Delta County,America/Denver,970,NA,US,38.78,-107.77,71
81422,STANDARD,0,Naturita,,,CO,Montrose County,America/Denver,970,NA,US,38.21,-108.56,410
81423,PO BOX,0,Norwood,,,CO,San Miguel County,America/Denver,970,NA,US,38.13,-108.29,1294
81424,STANDARD,0,Nucla,,,CO,Montrose County,America/Denver,970,NA,US,38.26,-108.55,940
81425,STANDARD,0,Olathe,,,CO,Montrose County,America/Denver,970,NA,US,38.6,-107.98,4410
81426,PO BOX,0,Ophir,,,CO,San Miguel County,America/Denver,970,NA,US,37.87,-107.89,148
81427,PO BOX,0,Ouray,,Red Mountain,CO,Ouray County,America/Denver,970,NA,US,38.03,-107.64,1175
81428,STANDARD,0,Paonia,,Bowie,CO,Delta County,America/Denver,970,NA,US,38.86,-107.59,3090
81429,PO BOX,0,Paradox,,,CO,Montrose County,America/Denver,970,NA,US,38.37,-108.95,102
81430,PO BOX,0,Placerville,,Sawpit,CO,San Miguel County,America/Denver,970,NA,US,38.02,-108.07,342
81431,STANDARD,0,Redvale,,,CO,Montrose County,America/Denver,970,NA,US,38.18,-108.42,220
81432,STANDARD,0,Ridgway,,,CO,Ouray County,America/Denver,970,NA,US,38.15,-107.75,2970
81433,PO BOX,0,Silverton,,,CO,San Juan County,America/Denver,970,NA,US,37.82,-107.64,498
81434,STANDARD,0,Somerset,,Bear Mine,CO,Gunnison County,America/Denver,970,NA,US,38.92,-107.43,119
81435,STANDARD,0,Telluride,"Mountain Village, Mountain Vlg","Pandora, Sawpit",CO,San Miguel County,America/Denver,970,NA,US,37.94,-107.9,5030
81501,STANDARD,0,Grand Junction,Grand Jct,,CO,Mesa County,America/Denver,970,NA,US,39.08,-108.55,15250
81502,PO BOX,0,Grand Junction,Grand Jct,,CO,Mesa County,America/Denver,970,NA,US,39.08,-108.55,2169
81503,STANDARD,0,Grand Junction,Grand Jct,,CO,Mesa County,America/Denver,970,NA,US,39.03,-108.43,14040
81504,STANDARD,0,Grand Junction,"Fruitvale, Grand Jct",,CO,Mesa County,America/Denver,970,NA,US,39.08,-108.49,27990
81505,STANDARD,0,Grand Junction,Grand Jct,Appleton,CO,Mesa County,America/Denver,970,NA,US,39.26,-108.53,10570
81506,STANDARD,0,Grand Junction,Grand Jct,,CO,Mesa County,America/Denver,970,NA,US,39.11,-108.53,10440
81507,STANDARD,0,Grand Junction,Grand Jct,,CO,Mesa County,America/Denver,970,NA,US,38.99,-108.66,14930
81520,STANDARD,0,Clifton,,,CO,Mesa County,America/Denver,970,NA,US,39.07,-108.46,11870
81521,STANDARD,0,Fruita,,Colorado National Monument,CO,Mesa County,America/Denver,970,NA,US,39.15,-108.72,15380
81522,STANDARD,0,Gateway,,,CO,Mesa County,America/Denver,970,NA,US,38.68,-108.99,110
81523,STANDARD,0,Glade Park,,,CO,Mesa County,America/Denver,970,NA,US,39,-108.73,700
81524,STANDARD,0,Loma,,,CO,Mesa County,America/Denver,970,NA,US,39.2,-108.82,2190
81525,STANDARD,0,Mack,,New Liberty,CO,Mesa County,America/Denver,970,NA,US,39.22,-108.87,910
81526,STANDARD,0,Palisade,,East Orchard Mesa,CO,Mesa County,America/Denver,970,NA,US,39.1,-108.35,4600
81527,STANDARD,0,Whitewater,,,CO,Mesa County,America/Denver,970,NA,US,38.98,-108.43,1890
81601,STANDARD,0,Glenwood Springs,Glenwood Spgs,"Cardiff, Glenwood, West Glenwood",CO,Garfield County,America/Denver,970,NA,US,39.54,-107.33,13070
81602,PO BOX,0,Glenwood Springs,Glenwood Spgs,Glenwood,CO,Garfield County,America/Denver,970,NA,US,39.54,-107.33,2258
81610,STANDARD,0,Dinosaur,,"Blue Mountain, Massadona",CO,Moffat County,America/Denver,970,NA,US,40.24,-109,280
81611,STANDARD,0,Aspen,,Aspen Gerbaz,CO,Pitkin County,America/Denver,970,NA,US,39.19,-106.82,6880
81612,PO BOX,0,Aspen,,,CO,Pitkin County,America/Denver,970,NA,US,39.13,-106.84,4630
81615,PO BOX,0,Snowmass Village,Snowmass Vlg,West Village,CO,Pitkin County,America/Denver,970,NA,US,39.19,-106.93,1692
81620,PO BOX,0,Avon,Beaver Creek,,CO,Eagle County,America/Denver,970,NA,US,39.65,-106.53,10108
81621,STANDARD,0,Basalt,,Ruedi,CO,Eagle County,America/Denver,970,NA,US,39.36,-107.02,6410
81623,STANDARD,0,Carbondale,"El Jebel, Marble, Redstone",Crystal,CO,Garfield County,America/Denver,970,NA,US,39.39,-107.21,14270
81624,STANDARD,0,Collbran,,Plateau City,CO,Mesa County,America/Denver,970,NA,US,39.23,-107.95,1000
81625,STANDARD,0,Craig,,Lay,CO,Moffat County,America/Denver,970,NA,US,40.52,-107.55,9940
81626,PO BOX,0,Craig,,,CO,Moffat County,America/Denver,970,NA,US,40.52,-107.55,1653
81630,STANDARD,0,De Beque,,,CO,Mesa County,America/Denver,970,NA,US,39.33,-108.21,900
81631,PO BOX,0,Eagle,,,CO,Eagle County,America/Denver,970,NA,US,39.65,-106.82,6643
81632,STANDARD,0,Edwards,Cordillera,,CO,Eagle County,America/Denver,970,NA,US,39.65,-106.6,8110
81633,STANDARD,0,Dinosaur,Elk Springs,,CO,Moffat County,America/Denver,970,NA,US,40.34,-108.43,0
81635,STANDARD,0,Parachute,"Battlement Mesa, Btlmt Mesa","Grand Valley, Rulison",CO,Garfield County,America/Denver,970,NA,US,39.44,-108.05,6280
81636,PO BOX,0,Battlement Mesa,"Btlmt Mesa, Parachute",,CO,Garfield County,America/Denver,970,NA,US,39.44,-108.02,87
81637,STANDARD,0,Gypsum,,"Dotsero, Sweetwater",CO,Eagle County,America/Denver,970,NA,US,39.64,-106.94,7630
81638,STANDARD,0,Hamilton,,Pagoda,CO,Moffat County,America/Denver,,NA,US,40.37,-107.6,132
81639,STANDARD,0,Hayden,,,CO,Routt County,America/Denver,970,NA,US,40.48,-107.26,2120
81640,STANDARD,0,Maybell,,"Browns Park, Greystone",CO,Moffat County,America/Denver,970,NA,US,40.67,-108.51,200
81641,STANDARD,0,Meeker,,"Axel, Buford",CO,Rio Blanco County,America/Denver,970,NA,US,40.05,-107.89,3360
81642,STANDARD,0,Meredith,,"Nast, Norrie",CO,Pitkin County,America/Denver,970,NA,US,39.27,-106.59,45
81643,PO BOX,0,Mesa,,,CO,Mesa County,America/Denver,970,NA,US,39.17,-108.13,695
81645,PO BOX,0,Minturn,Gilman,,CO,Eagle County,America/Denver,970,NA,US,39.58,-106.42,1097
81646,PO BOX,0,Molina,,,CO,Mesa County,America/Denver,970,NA,US,39.18,-108.07,180
81647,STANDARD,0,New Castle,,,CO,Garfield County,America/Denver,970,NA,US,39.58,-107.53,6710
81648,STANDARD,0,Rangely,,,CO,Rio Blanco County,America/Denver,970,NA,US,40.08,-108.77,2100
81649,PO BOX,0,Red Cliff,,,CO,Eagle County,America/Denver,970,NA,US,39.5,-106.36,226
81650,STANDARD,0,Rifle,,"Antlers, Rio Blanco, Rulison",CO,Garfield County,America/Denver,970,NA,US,39.53,-107.77,12560
81652,STANDARD,0,Silt,,,CO,Garfield County,America/Denver,970,NA,US,39.54,-107.65,5290
81653,STANDARD,0,Slater,,,CO,Moffat County,America/Denver,970,NA,US,40.99,-107.37,16
81654,STANDARD,0,Snowmass,,Old Snowmass,CO,Pitkin County,America/Denver,970,NA,US,39.33,-106.98,1020
81655,PO BOX,0,Wolcott,,,CO,Eagle County,America/Denver,970,NA,US,39.78,-106.46,304
81656,PO BOX,0,Woody Creek,,,CO,Pitkin County,America/Denver,970,NA,US,39.28,-106.9,419
81657,STANDARD,0,Vail,,"East Vail, West Vail",CO,Eagle County,America/Denver,970,NA,US,39.64,-106.39,4010
81658,PO BOX,0,Vail,,,CO,Eagle County,America/Denver,970,NA,US,39.64,-106.39,4276
